ID	カード名	作成者	ステータス	種類	属性	ATC	DEF	レアリティ	デバフ効果（エフェクトのみ）	カード説明文（１００文字）	フィードバック
C116	土工徒・ドロム	井伊	実装	キャラクター	土	100	100	N		粘土質の外殻に粗製歯車を埋め込んだ下級体。掘削と搬送を淡々とこなし、アジト周囲の地盤を巡回する。	OKです。
C117	ルクス技師	井伊	実装	キャラクター	光	100	100	N		光導管を扱う下級技師。蒸気炉に組み込まれた光子歯車を調整し、アジト内部の照度制御を担う。低出力ながら侵入影を散らす機能を持つ。	OKです。
C118	ノクタ職工	井伊	実装	キャラクター	闇	100	100	N		闇炉で稼働する下層技師。蒸気と暗号歯車を扱い、アジト深部の影域で補修を行う。光を嫌い、静かに機構を調整し続ける。	OKです。
C119	フレア幼体	井伊	実装	キャラクター	火	100	100	N		蒸気管の隙間で発火する低位個体。歯車炉の熱を吸収し、微弱な演算火花を散らしながら徘徊するN級火属性モンスター。	OKです。
C120	リプル兵	井伊	実装	キャラクター	水	100	100	N		水圧管を巡る下級水術兵。蒸気歯車の脈動に合わせて潜行し、AI制御の流量計から得た微弱信号を読み取り行動する。静かに任務を遂行する。	OKです。
C121	リグ樹兵	井伊	実装	キャラクター	木	100	100	N		木質フレームに蒸気管を通し、低出力AIで制御された歩兵機。樹皮装甲が衝撃を吸収し、歯車式関節が静音で稼働する。	OKです。
C122	金属術師・オーラム	井伊	実装	キャラクター	金	100	100	N		金属粒子を操る低位個体。蒸気炉で精製した金属性素子を体内で循環させ、アジトの歯車網へ微弱な干渉を行う。動作は規則的で無駄がない。	OKです。
C123	土装警邏兵	井伊	実装	キャラクター	土	100	100	N		粘土装甲に蒸気駆動の脚部を持つ巡回兵。 低出力AIがアジト内の振動と 熱源を検知し、 歯車式警戒灯で警告を発する。	OKです。
C124	光導技士 	井伊	実装	キャラクター	光	100	100	N		アジト内の光導管ネットワークを 維持・調整する専門職。 微細な電流制御と蒸気圧同期を担い、 情報漏洩や過負荷を未然に防ぐ。	OKです。
C125	配線泥棒	佐怒賀	実装	キャラクター	闇	100	100	N		壁の裏を走り、金糸のコードを食いちぎる。電子の血を啜るその姿は、暗闇に浮かぶ不吉な赤色灯でしか確認できない。断線により通信を麻痺させ、拠点の連携を執拗に分断する闇の機械。職員を困らせる厄介な天敵。	OKです。
C126	溶鉱・メルト	佐怒賀	実装	キャラクター	火	100	100	N		鋼を溶かして液体にする工程を担う職人。灼熱の液体に手をかざし、不純物が焼き切れる瞬間の色の変化をデバイス越しに監視している。未熟なその手は、いつか基地を支える最強の合金を生み出す日を待っている。	OKです。
C127	冷媒師・イリス	佐怒賀	実装	キャラクター	水	100	100	N		サーバーを冷やす氷を削る見習い職人。氷の結晶をデジタル回路の速度に同期させる作業を繰り返して、溶けゆく氷の破片から、高度な演算に必要な冷気を取り出し、秘密基地の暴走を静かに食い止める。	OKです。
C128	面打・トトメ	佐怒賀	実装	キャラクター	木	100	100	N		木を削り仮面を作る見習い職人。顔を覆う木面に自作のモニターを組み込み、深い蒸気の中でも熱源をデジタル表示して周囲を見渡せるようにした。未完成な回路は、時折ノイズと共に古い木の香りを漂わせる。	OKです。
C129	部品選別・ガム	佐怒賀	実装	キャラクター	金	100	100	N		山積みのガラクタから、金を含む貴重な部品を拾い出す見習い。選別の正確さが秘密基地の命綱になると理解している。汚れを気にせず、効率的なデジタル回路の欠片を探し続ける瞳には、迷いがない。	OKです。
C130	研磨見習・サン	佐怒賀	実装	キャラクター	土	100	100	N		土から採れる細かな砂を使い、真鍮の歯車を磨く未熟な職人。デジタル制御では出せない滑らかな回転を追求し、蒸気機関の動きを支えている。その指先には、今日も作業で使った微細な鉱物の粒子が深く刻まれている。	OKです。
C131	清算係・ベニ	佐怒賀	実装	キャラクター	光	100	100	N		アジトのエネルギーを計算する見習い職人。真鍮のそろばんを弾き、蒸気の熱を光のコインに換算し、計算が合うたびに鳴る電子音だけが、彼女の静かな達成の証。その手元は、青白い演算光で常に照らされている。	OKです。
C132	密売人・ルゥ	佐怒賀	実装	キャラクター	闇	100	100	N		廃棄された義肢の端子を磨き、闇市へ流す未熟な少年。劇薬の臭いにまみれたその指先は、機械に残る元の持ち主の記憶さえ、ただの商品として冷たく扱う。アジトの隅で、彼は今日もガラクタを金に換えている。	OKです。
C133	炭鉱・ロッシュ	佐怒賀	実装	キャラクター	火	100	100	N		熱を帯びた廃坑で、燃料となる石を掘り出す見習いの少年。サイバーアイが故障中だが、熱を感知する指先で岩盤の温度を探り当てる。彼が必死に持ち帰る一塊の熱源が、秘密基地の凍える冬を静かに支えている。	OKです。
C134	浸水検知・ゴード	佐怒賀	実装	キャラクター	水	100	100	N		アジトの床下に潜り、わずかな漏水を探る未熟な職人。最新の電子センサーよりも、床に当てたコップの振動を信じている。蒸気と回路が混ざり合う静寂の中で、彼は今日も基地の呼吸を五感で読み取ろうとする。	OKです。
C135	弓師・ハヤテ	佐怒賀	実装	キャラクター	木	100	100	N		木製のフレームに最新の電磁回路を組み込んだ弓を作る見習い。弦を引くと蒸気が噴き出す。未熟ながらも、正確に情報を射抜くための調整を毎日積み重ねている。	OKです。
C136	接合職・アルゴ	佐怒賀	実装	キャラクター	金	100	100	N		ハンダを使い、蒸気パイプと電子基板を繋ぎ合わせる見習い。熱に弱い精密チップを壊さぬよう、慎重に熱量を調整する。スチームパンクの無骨な外装に、デジタル回路の鼓動を宿す重要な工程を担う。	OKです。
C137	運炭・ドノバン	佐怒賀	実装	キャラクター	土	100	100	N		地下深層から掘り出された石炭を、上層のボイラーへ届ける未熟な運搬手。荷台に積まれた黒い結晶は、AIの演算を支える熱源となる。耳を澄ませば、重い車輪の軋みと共に、電子回路を流れる微細なノイズが響く。	OKです。
C138	保安生・ロラン	佐怒賀	実装	キャラクター	光	100	100	N		通路の照明と監視カメラを点検する未熟な整備士。複雑な配線に苦戦しながらも、秘密基地の隅々に光を届けている。彼が歩いた後の通路は、電子の残光が白く浮かび上がり、闇を打ち払う。	OKです。
C139	呪術師・ミラ	佐怒賀	実装	キャラクター	闇	100	100	N		基板の配線をわざと絡ませ、不気味な回路を作る見習いの少女。回路が動くと蒸気が冷たく固まり、死者の声がノイズとなって響き出す。彼女にとって機械は、電子の霊を呼び出すための道具でしかない。	OKです。
C140	放火魔・バズ	佐怒賀	実装	キャラクター	火	100	100	N		アジトの排気口から忍び込む未熟な放火魔。盗み出した電子チップの証拠隠滅のため、スチームパイプに火を放ち、回路を焼き切る。彼が通った後には、焦げた基板の臭いと、制御不能な熱暴走の警告音だけが残る。	OKです。
C141	氷結工・シノ	佐怒賀	実装	キャラクター	水	100	100	N		演算ユニットの熱を奪うための冷却氷を生成する。まだ未熟なため、氷の結晶を均一に保つ作業に心血を注ぐ。防護眼鏡の奥に映るデジタル回路の青い光が、静寂に包まれた作業場を冷たく照らし出している。	OKです。
C142	伐採生・ソーン	佐怒賀	実装	キャラクター	木	100	100	N		電子回路の筐体を作るため、若木を伐採する見習いのソーン。デジタル制御された森に入り、精密なセンサーに触れないよう枝を切り落とす。未完成な技術ながら、蒸気機関の熱に耐える強靭な素材を日々探し求めている。	OKです。
C143	潤滑油精製・エマ	佐怒賀	実装	キャラクター	金	100	100	N		高純度オイルの調合に励む見習い。蒸気とデジタルの融合部を滑らかにするため、黄金の雫を丁寧に注ぐ。まだ手際は拙いが、彼女が精製した油は機械の悲鳴を静める。アジトの駆動音を支える、欠かせない基礎作業。	OKです。
